pokemon,move,learn_method,level_learned_at
electrode-hisui,chloroblast,level-up,0
electrode-hisui,tera-blast,machine,0
electrode-hisui,supercell-slam,machine,0
typhlosion-hisui,fire-punch,train,0
typhlosion-hisui,thunder-punch,train,0
typhlosion-hisui,mega-kick,train,0
typhlosion-hisui,tackle,level-up,1
typhlosion-hisui,body-slam,train,0
typhlosion-hisui,take-down,machine,0
typhlosion-hisui,double-edge,train,0
typhlosion-hisui,leer,level-up,1
typhlosion-hisui,roar,train,0
typhlosion-hisui,ember,level-up,1
typhlosion-hisui,flamethrower,train,0
typhlosion-hisui,hyper-beam,train,0
typhlosion-hisui,low-kick,train,0
typhlosion-hisui,solar-beam,train,0
typhlosion-hisui,fire-spin,train,0
typhlosion-hisui,earthquake,train,0
typhlosion-hisui,dig,train,0
typhlosion-hisui,quick-attack,train,0
typhlosion-hisui,night-shade,train,0
typhlosion-hisui,smokescreen,level-up,1
typhlosion-hisui,confuse-ray,train,0
typhlosion-hisui,defense-curl,level-up,24
typhlosion-hisui,fire-blast,train,0
typhlosion-hisui,swift,machine,0
typhlosion-hisui,rest,train,0
typhlosion-hisui,rock-slide,train,0
typhlosion-hisui,substitute,train,0
typhlosion-hisui,flame-wheel,level-up,20
typhlosion-hisui,snore,train,0
typhlosion-hisui,curse,train,0
typhlosion-hisui,reversal,train,0
typhlosion-hisui,spite,train,0
typhlosion-hisui,protect,train,0
typhlosion-hisui,endure,train,0
typhlosion-hisui,rollout,level-up,61
typhlosion-hisui,sleep-talk,train,0
typhlosion-hisui,iron-tail,tutor,0
typhlosion-hisui,sunny-day,train,0
typhlosion-hisui,shadow-ball,train,0
typhlosion-hisui,rock-smash,tutor,0
typhlosion-hisui,heat-wave,train,0
typhlosion-hisui,will-o-wisp,train,0
typhlosion-hisui,facade,train,0
typhlosion-hisui,focus-punch,train,0
typhlosion-hisui,brick-break,train,0
typhlosion-hisui,endeavor,train,0
typhlosion-hisui,eruption,train,0
typhlosion-hisui,blast-burn,train,0
typhlosion-hisui,overheat,train,0
typhlosion-hisui,extrasensory,train,0
typhlosion-hisui,aerial-ace,train,0
typhlosion-hisui,howl,train,0
typhlosion-hisui,covet,train,0
typhlosion-hisui,calm-mind,train,0
typhlosion-hisui,gyro-ball,train,0
typhlosion-hisui,flare-blitz,train,0
typhlosion-hisui,drain-punch,tutor,0
typhlosion-hisui,focus-blast,train,0
typhlosion-hisui,giga-impact,train,0
typhlosion-hisui,shadow-claw,train,0
typhlosion-hisui,fire-fang,train,0
typhlosion-hisui,zen-headbutt,train,0
typhlosion-hisui,lava-plume,train,0
typhlosion-hisui,iron-head,train,0
typhlosion-hisui,ominous-wind,tutor,0
typhlosion-hisui,flame-charge,train,0
typhlosion-hisui,round,train,0
typhlosion-hisui,hex,train,0
typhlosion-hisui,inferno,train,0
typhlosion-hisui,fire-pledge,machine,0
typhlosion-hisui,bulldoze,train,0
typhlosion-hisui,wild-charge,train,0
typhlosion-hisui,play-rough,train,0
typhlosion-hisui,mystical-fire,train,0
typhlosion-hisui,burn-up,train,0
typhlosion-hisui,stomping-tantrum,train,0
typhlosion-hisui,burning-jealousy,train,0
typhlosion-hisui,poltergeist,train,0
typhlosion-hisui,infernal-parade,train,0
typhlosion-hisui,tera-blast,machine,0
typhlosion-hisui,temper-flare,train,0
qwilfish-hisui,swords-dance,machine,0
qwilfish-hisui,tackle,level-up,1
qwilfish-hisui,take-down,machine,0
qwilfish-hisui,double-edge,machine,0
qwilfish-hisui,poison-sting,level-up,1
qwilfish-hisui,pin-missile,level-up,32
qwilfish-hisui,bite,level-up,8
qwilfish-hisui,supersonic,egg,0
qwilfish-hisui,hydro-pump,machine,0
qwilfish-hisui,surf,machine,0
qwilfish-hisui,ice-beam,machine,0
qwilfish-hisui,blizzard,machine,0
qwilfish-hisui,bubble-beam,egg,0
qwilfish-hisui,toxic,machine,0
qwilfish-hisui,agility,machine,0
qwilfish-hisui,harden,level-up,4
qwilfish-hisui,minimize,level-up,16
qwilfish-hisui,haze,machine,0
qwilfish-hisui,self-destruct,egg,0
qwilfish-hisui,waterfall,machine,0
qwilfish-hisui,swift,machine,0
qwilfish-hisui,rest,machine,0
qwilfish-hisui,substitute,machine,0
qwilfish-hisui,curse,machine,0
qwilfish-hisui,flail,egg,0
qwilfish-hisui,reversal,machine,0
qwilfish-hisui,spite,machine,0
qwilfish-hisui,protect,machine,0
qwilfish-hisui,scary-face,machine,0
qwilfish-hisui,sludge-bomb,machine,0
qwilfish-hisui,spikes,machine,0
qwilfish-hisui,destiny-bond,level-up,56
qwilfish-hisui,icy-wind,machine,0
qwilfish-hisui,endure,machine,0
qwilfish-hisui,sleep-talk,machine,0
qwilfish-hisui,pain-split,machine,0
qwilfish-hisui,rain-dance,machine,0
qwilfish-hisui,crunch,machine,0
qwilfish-hisui,shadow-ball,machine,0
qwilfish-hisui,stockpile,level-up,40
qwilfish-hisui,spit-up,level-up,40
qwilfish-hisui,facade,machine,0
qwilfish-hisui,taunt,machine,0
qwilfish-hisui,ice-ball,tutor,0
qwilfish-hisui,astonish,egg,0
qwilfish-hisui,mud-shot,machine,0
qwilfish-hisui,poison-tail,machine,0
qwilfish-hisui,water-pulse,machine,0
qwilfish-hisui,gyro-ball,machine,0
qwilfish-hisui,brine,level-up,24
qwilfish-hisui,acupressure,level-up,52
qwilfish-hisui,toxic-spikes,machine,0
qwilfish-hisui,poison-jab,machine,0
qwilfish-hisui,dark-pulse,machine,0
qwilfish-hisui,aqua-tail,egg,0
qwilfish-hisui,giga-impact,machine,0
qwilfish-hisui,gunk-shot,machine,0
qwilfish-hisui,aqua-jet,egg,0
qwilfish-hisui,venoshock,machine,0
qwilfish-hisui,acid-spray,machine,0
qwilfish-hisui,hex,machine,0
qwilfish-hisui,fell-stinger,level-up,12
qwilfish-hisui,throat-chop,machine,0
qwilfish-hisui,liquidation,machine,0
qwilfish-hisui,scale-shot,machine,0
qwilfish-hisui,lash-out,machine,0
qwilfish-hisui,barb-barrage,level-up,28
qwilfish-hisui,tera-blast,machine,0
qwilfish-hisui,chilling-water,machine,0
sneasel-hisui,scratch,level-up,1
sneasel-hisui,swords-dance,machine,0
sneasel-hisui,take-down,machine,0
sneasel-hisui,leer,level-up,1
sneasel-hisui,low-kick,machine,0
sneasel-hisui,counter,egg,0
sneasel-hisui,dig,machine,0
sneasel-hisui,toxic,machine,0
sneasel-hisui,agility,machine,0
sneasel-hisui,quick-attack,level-up,12
sneasel-hisui,screech,level-up,54
sneasel-hisui,focus-energy,tutor,0
sneasel-hisui,swift,machine,0
sneasel-hisui,rest,machine,0
sneasel-hisui,slash,level-up,42
sneasel-hisui,substitute,machine,0
sneasel-hisui,thief,machine,0
sneasel-hisui,reversal,machine,0
sneasel-hisui,spite,machine,0
sneasel-hisui,protect,machine,0
sneasel-hisui,sludge-bomb,machine,0
sneasel-hisui,endure,machine,0
sneasel-hisui,false-swipe,machine,0
sneasel-hisui,sleep-talk,machine,0
sneasel-hisui,iron-tail,tutor,0
sneasel-hisui,metal-claw,machine,0
sneasel-hisui,rain-dance,machine,0
sneasel-hisui,sunny-day,machine,0
sneasel-hisui,shadow-ball,machine,0
sneasel-hisui,rock-smash,level-up,1
sneasel-hisui,fake-out,egg,0
sneasel-hisui,facade,machine,0
sneasel-hisui,focus-punch,machine,0
sneasel-hisui,taunt,machine,0
sneasel-hisui,brick-break,machine,0
sneasel-hisui,aerial-ace,machine,0
sneasel-hisui,bulk-up,machine,0
sneasel-hisui,poison-tail,machine,0
sneasel-hisui,calm-mind,machine,0
sneasel-hisui,feint,egg,0
sneasel-hisui,close-combat,machine,0
sneasel-hisui,fling,machine,0
sneasel-hisui,toxic-spikes,machine,0
sneasel-hisui,poison-jab,machine,0
sneasel-hisui,night-slash,egg,0
sneasel-hisui,x-scissor,machine,0
sneasel-hisui,drain-punch,tutor,0
sneasel-hisui,vacuum-wave,machine,0
sneasel-hisui,focus-blast,machine,0
sneasel-hisui,switcheroo,egg,0
sneasel-hisui,giga-impact,machine,0
sneasel-hisui,nasty-plot,machine,0
sneasel-hisui,shadow-claw,machine,0
sneasel-hisui,gunk-shot,machine,0
sneasel-hisui,grass-knot,machine,0
sneasel-hisui,double-hit,egg,0
sneasel-hisui,hone-claws,level-up,36
sneasel-hisui,venoshock,machine,0
sneasel-hisui,sludge-wave,machine,0
sneasel-hisui,low-sweep,machine,0
sneasel-hisui,acid-spray,machine,0
sneasel-hisui,quick-guard,egg,0
sneasel-hisui,snarl,tutor,0
sneasel-hisui,throat-chop,machine,0
sneasel-hisui,lash-out,machine,0
sneasel-hisui,coaching,machine,0
sneasel-hisui,tera-blast,machine,0
sneasel-hisui,trailblaze,machine,0
samurott-hisui,swords-dance,train,0
samurott-hisui,tackle,level-up,1
samurott-hisui,body-slam,train,0
samurott-hisui,take-down,machine,0
samurott-hisui,tail-whip,level-up,1
samurott-hisui,water-gun,level-up,1
samurott-hisui,hydro-pump,train,0
samurott-hisui,surf,train,0
samurott-hisui,ice-beam,train,0
samurott-hisui,blizzard,train,0
samurott-hisui,hyper-beam,train,0
samurott-hisui,dig,train,0
samurott-hisui,screech,train,0
samurott-hisui,focus-energy,train,0
samurott-hisui,waterfall,train,0
samurott-hisui,swift,machine,0
samurott-hisui,rest,train,0
samurott-hisui,slash,level-up,1
samurott-hisui,substitute,train,0
samurott-hisui,thief,train,0
samurott-hisui,snore,train,0
samurott-hisui,protect,train,0
samurott-hisui,scary-face,train,0
samurott-hisui,icy-wind,train,0
samurott-hisui,detect,train,0
samurott-hisui,endure,train,0
samurott-hisui,false-swipe,machine,0
samurott-hisui,fury-cutter,level-up,21
samurott-hisui,sleep-talk,train,0
samurott-hisui,megahorn,train,0
samurott-hisui,encore,train,0
samurott-hisui,iron-tail,train,0
samurott-hisui,rain-dance,train,0
samurott-hisui,whirlpool,train,0
samurott-hisui,facade,train,0
samurott-hisui,taunt,train,0
samurott-hisui,helping-hand,train,0
samurott-hisui,superpower,train,0
samurott-hisui,brick-break,train,0
samurott-hisui,knock-off,train,0
samurott-hisui,dive,train,0
samurott-hisui,hydro-cannon,train,0
samurott-hisui,aerial-ace,train,0
samurott-hisui,water-pulse,train,0
samurott-hisui,assurance,train,0
samurott-hisui,fling,train,0
samurott-hisui,copycat,train,0
samurott-hisui,sucker-punch,train,0
samurott-hisui,dark-pulse,train,0
samurott-hisui,night-slash,train,0
samurott-hisui,aqua-tail,train,0
samurott-hisui,air-slash,train,0
samurott-hisui,x-scissor,train,0
samurott-hisui,vacuum-wave,train,0
samurott-hisui,giga-impact,train,0
samurott-hisui,avalanche,train,0
samurott-hisui,grass-knot,train,0
samurott-hisui,aqua-jet,train,0
samurott-hisui,soak,train,0
samurott-hisui,round,train,0
samurott-hisui,retaliate,level-up,51
samurott-hisui,water-pledge,machine,0
samurott-hisui,bulldoze,train,0
samurott-hisui,drill-run,train,0
samurott-hisui,sacred-sword,train,0
samurott-hisui,razor-shell,train,0
samurott-hisui,snarl,train,0
samurott-hisui,throat-chop,train,0
samurott-hisui,smart-strike,train,0
samurott-hisui,liquidation,train,0
samurott-hisui,lash-out,train,0
samurott-hisui,flip-turn,train,0
samurott-hisui,ceaseless-edge,train,0
samurott-hisui,tera-blast,machine,0
samurott-hisui,snowscape,train,0
samurott-hisui,chilling-water,train,0
samurott-hisui,aqua-cutter,train,0
samurott-hisui,upper-hand,train,0
lilligant-hisui,swords-dance,machine,0
lilligant-hisui,mega-kick,level-up,1
lilligant-hisui,take-down,machine,0
lilligant-hisui,hyper-beam,machine,0
lilligant-hisui,low-kick,machine,0
lilligant-hisui,absorb,level-up,1
lilligant-hisui,mega-drain,level-up,1
lilligant-hisui,leech-seed,level-up,1
lilligant-hisui,growth,level-up,1
lilligant-hisui,solar-beam,machine,0
lilligant-hisui,poison-powder,level-up,15
lilligant-hisui,stun-spore,level-up,1
lilligant-hisui,sleep-powder,level-up,1
lilligant-hisui,petal-dance,level-up,53
lilligant-hisui,recover,level-up,37
lilligant-hisui,focus-energy,tutor,0
lilligant-hisui,metronome,machine,0
lilligant-hisui,rest,machine,0
lilligant-hisui,substitute,machine,0
lilligant-hisui,protect,machine,0
lilligant-hisui,giga-drain,machine,0
lilligant-hisui,endure,machine,0
lilligant-hisui,charm,machine,0
lilligant-hisui,sleep-talk,machine,0
lilligant-hisui,encore,machine,0
lilligant-hisui,synthesis,level-up,1
lilligant-hisui,rain-dance,machine,0
lilligant-hisui,sunny-day,machine,0
lilligant-hisui,psych-up,machine,0
lilligant-hisui,rock-smash,tutor,0
lilligant-hisui,facade,machine,0
lilligant-hisui,helping-hand,machine,0
lilligant-hisui,brick-break,machine,0
lilligant-hisui,teeter-dance,level-up,1
lilligant-hisui,weather-ball,machine,0
lilligant-hisui,bullet-seed,machine,0
lilligant-hisui,aerial-ace,machine,0
lilligant-hisui,magical-leaf,machine,0
lilligant-hisui,leaf-blade,level-up,1
lilligant-hisui,close-combat,machine,0
lilligant-hisui,poison-jab,machine,0
lilligant-hisui,seed-bomb,machine,0
lilligant-hisui,air-slash,machine,0
lilligant-hisui,drain-punch,tutor,0
lilligant-hisui,vacuum-wave,machine,0
lilligant-hisui,energy-ball,machine,0
lilligant-hisui,giga-impact,machine,0
lilligant-hisui,defog,level-up,1
lilligant-hisui,leaf-storm,machine,0
lilligant-hisui,grass-knot,machine,0
lilligant-hisui,low-sweep,machine,0
lilligant-hisui,entrainment,level-up,1
lilligant-hisui,after-you,level-up,1
lilligant-hisui,acrobatics,machine,0
lilligant-hisui,hurricane,machine,0
lilligant-hisui,petal-blizzard,machine,0
lilligant-hisui,grassy-terrain,machine,0
lilligant-hisui,baby-doll-eyes,tutor,0
lilligant-hisui,solar-blade,machine,0
lilligant-hisui,leafage,level-up,5
lilligant-hisui,pollen-puff,machine,0
lilligant-hisui,grassy-glide,machine,0
lilligant-hisui,coaching,machine,0
lilligant-hisui,triple-axel,machine,0
lilligant-hisui,victory-dance,level-up,0
lilligant-hisui,tera-blast,machine,0
lilligant-hisui,axe-kick,level-up,5
lilligant-hisui,ice-spinner,machine,0
lilligant-hisui,trailblaze,machine,0
lilligant-hisui,upper-hand,machine,0
zorua-hisui,scratch,level-up,1
zorua-hisui,take-down,machine,0
zorua-hisui,leer,level-up,1
zorua-hisui,roar,machine,0
zorua-hisui,hyper-beam,machine,0
zorua-hisui,dig,machine,0
zorua-hisui,agility,machine,0
zorua-hisui,night-shade,machine,0
zorua-hisui,confuse-ray,machine,0
zorua-hisui,swift,machine,0
zorua-hisui,rest,machine,0
zorua-hisui,slash,level-up,25
zorua-hisui,substitute,machine,0
zorua-hisui,thief,machine,0
zorua-hisui,curse,machine,0
zorua-hisui,spite,machine,0
zorua-hisui,protect,machine,0
zorua-hisui,sludge-bomb,machine,0
zorua-hisui,icy-wind,machine,0
zorua-hisui,detect,egg,0
zorua-hisui,endure,machine,0
zorua-hisui,sleep-talk,machine,0
zorua-hisui,pain-split,machine,0
zorua-hisui,rain-dance,machine,0
zorua-hisui,psych-up,machine,0
zorua-hisui,shadow-ball,machine,0
zorua-hisui,torment,level-up,4
zorua-hisui,will-o-wisp,machine,0
zorua-hisui,memento,egg,0
zorua-hisui,facade,machine,0
zorua-hisui,focus-punch,machine,0
zorua-hisui,taunt,machine,0
zorua-hisui,trick,machine,0
zorua-hisui,knock-off,machine,0
zorua-hisui,imprison,machine,0
zorua-hisui,fake-tears,machine,0
zorua-hisui,extrasensory,egg,0
zorua-hisui,aerial-ace,tutor,0
zorua-hisui,calm-mind,machine,0
zorua-hisui,u-turn,machine,0
zorua-hisui,fling,machine,0
zorua-hisui,dark-pulse,machine,0
zorua-hisui,giga-impact,machine,0
zorua-hisui,nasty-plot,machine,0
zorua-hisui,shadow-claw,machine,0
zorua-hisui,shadow-sneak,level-up,12
zorua-hisui,hone-claws,level-up,8
zorua-hisui,foul-play,machine,0
zorua-hisui,hex,machine,0
zorua-hisui,snarl,machine,0
zorua-hisui,phantom-force,machine,0
zorua-hisui,skitter-smack,machine,0
zorua-hisui,burning-jealousy,machine,0
zorua-hisui,lash-out,machine,0
zorua-hisui,bitter-malice,level-up,40
zorua-hisui,tera-blast,machine,0
zorua-hisui,snowscape,machine,0
zorua-hisui,comeuppance,egg,0
zoroark-hisui,scratch,level-up,1
zoroark-hisui,swords-dance,train,0
zoroark-hisui,mega-kick,train,0
zoroark-hisui,body-slam,train,0
zoroark-hisui,take-down,machine,0
zoroark-hisui,leer,level-up,1
zoroark-hisui,roar,train,0
zoroark-hisui,flamethrower,train,0
zoroark-hisui,hyper-beam,train,0
zoroark-hisui,low-kick,train,0
zoroark-hisui,dig,train,0
zoroark-hisui,psychic,train,0
zoroark-hisui,agility,train,0
zoroark-hisui,night-shade,train,0
zoroark-hisui,confuse-ray,train,0
zoroark-hisui,swift,machine,0
zoroark-hisui,rest,train,0
zoroark-hisui,slash,level-up,25
zoroark-hisui,substitute,train,0
zoroark-hisui,thief,train,0
zoroark-hisui,snore,train,0
zoroark-hisui,curse,train,0
zoroark-hisui,spite,train,0
zoroark-hisui,protect,train,0
zoroark-hisui,scary-face,train,0
zoroark-hisui,sludge-bomb,train,0
zoroark-hisui,icy-wind,train,0
zoroark-hisui,detect,train,0
zoroark-hisui,endure,train,0
zoroark-hisui,sleep-talk,train,0
zoroark-hisui,pain-split,train,0
zoroark-hisui,rain-dance,train,0
zoroark-hisui,crunch,train,0
zoroark-hisui,psych-up,train,0
zoroark-hisui,shadow-ball,train,0
zoroark-hisui,rock-smash,tutor,0
zoroark-hisui,uproar,train,0
zoroark-hisui,torment,train,0
zoroark-hisui,will-o-wisp,train,0
zoroark-hisui,memento,train,0
zoroark-hisui,facade,train,0
zoroark-hisui,focus-punch,train,0
zoroark-hisui,taunt,train,0
zoroark-hisui,helping-hand,train,0
zoroark-hisui,trick,train,0
zoroark-hisui,brick-break,train,0
zoroark-hisui,knock-off,train,0
zoroark-hisui,imprison,train,0
zoroark-hisui,hyper-voice,train,0
zoroark-hisui,fake-tears,train,0
zoroark-hisui,extrasensory,train,0
zoroark-hisui,aerial-ace,train,0
zoroark-hisui,bounce,train,0
zoroark-hisui,calm-mind,train,0
zoroark-hisui,u-turn,train,0
zoroark-hisui,payback,train,0
zoroark-hisui,assurance,train,0
zoroark-hisui,fling,train,0
zoroark-hisui,dark-pulse,train,0
zoroark-hisui,focus-blast,train,0
zoroark-hisui,giga-impact,train,0
zoroark-hisui,nasty-plot,train,0
zoroark-hisui,shadow-claw,train,0
zoroark-hisui,shadow-sneak,train,0
zoroark-hisui,grass-knot,train,0
zoroark-hisui,ominous-wind,tutor,0
zoroark-hisui,hone-claws,level-up,1
zoroark-hisui,low-sweep,train,0
zoroark-hisui,foul-play,train,0
zoroark-hisui,round,train,0
zoroark-hisui,hex,train,0
zoroark-hisui,snarl,train,0
zoroark-hisui,phantom-force,train,0
zoroark-hisui,throat-chop,train,0
zoroark-hisui,skitter-smack,train,0
zoroark-hisui,burning-jealousy,train,0
zoroark-hisui,lash-out,train,0
zoroark-hisui,poltergeist,train,0
zoroark-hisui,bitter-malice,train,0
zoroark-hisui,tera-blast,machine,0
zoroark-hisui,snowscape,train,0
zoroark-hisui,comeuppance,train,0
braviary-hisui,wing-attack,level-up,1
braviary-hisui,whirlwind,level-up,42
braviary-hisui,fly,machine,0
braviary-hisui,body-slam,machine,0
braviary-hisui,take-down,machine,0
braviary-hisui,thrash,level-up,72
braviary-hisui,double-edge,machine,0
braviary-hisui,leer,level-up,1
braviary-hisui,psybeam,machine,0
braviary-hisui,hyper-beam,machine,0
braviary-hisui,peck,level-up,1
braviary-hisui,psychic,machine,0
braviary-hisui,agility,machine,0
braviary-hisui,quick-attack,level-up,1
braviary-hisui,night-shade,machine,0
braviary-hisui,confuse-ray,machine,0
braviary-hisui,swift,machine,0
braviary-hisui,sky-attack,level-up,1
braviary-hisui,rest,machine,0
braviary-hisui,rock-slide,machine,0
braviary-hisui,slash,level-up,36
braviary-hisui,substitute,machine,0
braviary-hisui,reversal,machine,0
braviary-hisui,protect,machine,0
braviary-hisui,scary-face,machine,0
braviary-hisui,icy-wind,machine,0
braviary-hisui,endure,machine,0
braviary-hisui,sleep-talk,machine,0
braviary-hisui,metal-claw,machine,0
braviary-hisui,twister,level-up,11
braviary-hisui,rain-dance,machine,0
braviary-hisui,sunny-day,machine,0
braviary-hisui,psych-up,machine,0
braviary-hisui,shadow-ball,machine,0
braviary-hisui,future-sight,machine,0
braviary-hisui,rock-smash,tutor,0
braviary-hisui,heat-wave,machine,0
braviary-hisui,facade,machine,0
braviary-hisui,helping-hand,machine,0
braviary-hisui,superpower,level-up,1
braviary-hisui,feather-dance,machine,0
braviary-hisui,hyper-voice,machine,0
braviary-hisui,crush-claw,level-up,48
braviary-hisui,air-cutter,machine,0
braviary-hisui,rock-tomb,machine,0
braviary-hisui,aerial-ace,machine,0
braviary-hisui,bulk-up,machine,0
braviary-hisui,calm-mind,machine,0
braviary-hisui,roost,level-up,25
braviary-hisui,tailwind,machine,0
braviary-hisui,u-turn,machine,0
braviary-hisui,close-combat,machine,0
braviary-hisui,air-slash,machine,0
braviary-hisui,vacuum-wave,machine,0
braviary-hisui,brave-bird,machine,0
braviary-hisui,giga-impact,machine,0
braviary-hisui,shadow-claw,machine,0
braviary-hisui,zen-headbutt,machine,0
braviary-hisui,defog,level-up,64
braviary-hisui,ominous-wind,tutor,0
braviary-hisui,hone-claws,level-up,1
braviary-hisui,psyshock,machine,0
braviary-hisui,stored-power,machine,0
braviary-hisui,acrobatics,machine,0
braviary-hisui,hurricane,machine,0
braviary-hisui,snarl,machine,0
braviary-hisui,mystical-fire,tutor,0
braviary-hisui,dazzling-gleam,machine,0
braviary-hisui,psychic-terrain,machine,0
braviary-hisui,expanding-force,machine,0
braviary-hisui,dual-wingbeat,machine,0
braviary-hisui,power-shift,tutor,0
braviary-hisui,esper-wing,level-up,0
braviary-hisui,tera-blast,machine,0
braviary-hisui,psychic-noise,machine,0
sliggoo-hisui,tackle,level-up,1
sliggoo-hisui,body-slam,machine,0
sliggoo-hisui,take-down,machine,0
sliggoo-hisui,water-gun,level-up,1
sliggoo-hisui,hydro-pump,level-up,43
sliggoo-hisui,ice-beam,machine,0
sliggoo-hisui,blizzard,machine,0
sliggoo-hisui,absorb,level-up,1
sliggoo-hisui,thunderbolt,machine,0
sliggoo-hisui,thunder,machine,0
sliggoo-hisui,bubble,level-up,1
sliggoo-hisui,acid-armor,level-up,1
sliggoo-hisui,rest,machine,0
sliggoo-hisui,rock-slide,machine,0
sliggoo-hisui,substitute,machine,0
sliggoo-hisui,curse,machine,0
sliggoo-hisui,flail,level-up,20
sliggoo-hisui,protect,machine,0
sliggoo-hisui,sludge-bomb,machine,0
sliggoo-hisui,outrage,machine,0
sliggoo-hisui,sandstorm,machine,0
sliggoo-hisui,endure,machine,0
sliggoo-hisui,charm,machine,0
sliggoo-hisui,sleep-talk,machine,0
sliggoo-hisui,dragon-breath,level-up,1
sliggoo-hisui,iron-tail,tutor,0
sliggoo-hisui,rain-dance,machine,0
sliggoo-hisui,sunny-day,machine,0
sliggoo-hisui,facade,machine,0
sliggoo-hisui,rock-tomb,machine,0
sliggoo-hisui,muddy-water,machine,0
sliggoo-hisui,mud-shot,machine,0
sliggoo-hisui,water-pulse,machine,0
sliggoo-hisui,gyro-ball,machine,0
sliggoo-hisui,dragon-pulse,machine,0
sliggoo-hisui,flash-cannon,machine,0
sliggoo-hisui,draco-meteor,machine,0
sliggoo-hisui,iron-head,machine,0
sliggoo-hisui,sludge-wave,machine,0
sliggoo-hisui,heavy-slam,machine,0
sliggoo-hisui,acid-spray,machine,0
sliggoo-hisui,steel-beam,machine,0
sliggoo-hisui,skitter-smack,machine,0
sliggoo-hisui,shelter,level-up,0
sliggoo-hisui,tera-blast,machine,0
sliggoo-hisui,ice-spinner,machine,0
sliggoo-hisui,chilling-water,machine,0
goodra-hisui,fire-punch,train,0
goodra-hisui,thunder-punch,train,0
goodra-hisui,tackle,level-up,1
goodra-hisui,body-slam,train,0
goodra-hisui,take-down,machine,0
goodra-hisui,flamethrower,train,0
goodra-hisui,water-gun,level-up,1
goodra-hisui,hydro-pump,train,0
goodra-hisui,surf,train,0
goodra-hisui,ice-beam,train,0
goodra-hisui,blizzard,train,0
goodra-hisui,hyper-beam,train,0
goodra-hisui,counter,train,0
goodra-hisui,absorb,level-up,1
goodra-hisui,thunderbolt,train,0
goodra-hisui,thunder,train,0
goodra-hisui,earthquake,train,0
goodra-hisui,fire-blast,train,0
goodra-hisui,bubble,level-up,1
goodra-hisui,acid-armor,level-up,11
goodra-hisui,rest,train,0
goodra-hisui,rock-slide,train,0
goodra-hisui,substitute,train,0
goodra-hisui,curse,train,0
goodra-hisui,flail,train,0
goodra-hisui,protect,train,0
goodra-hisui,scary-face,train,0
goodra-hisui,sludge-bomb,train,0
goodra-hisui,outrage,train,0
goodra-hisui,sandstorm,train,0
goodra-hisui,endure,train,0
goodra-hisui,charm,train,0
goodra-hisui,sleep-talk,train,0
goodra-hisui,dragon-breath,level-up,1
goodra-hisui,iron-tail,train,0
goodra-hisui,rain-dance,train,0
goodra-hisui,sunny-day,train,0
goodra-hisui,ancient-power,train,0
goodra-hisui,rock-smash,tutor,0
goodra-hisui,facade,train,0
goodra-hisui,knock-off,train,0
goodra-hisui,weather-ball,train,0
goodra-hisui,rock-tomb,train,0
goodra-hisui,muddy-water,train,0
goodra-hisui,dragon-claw,train,0
goodra-hisui,mud-shot,train,0
goodra-hisui,water-pulse,train,0
goodra-hisui,gyro-ball,train,0
goodra-hisui,feint,train,0
goodra-hisui,dragon-pulse,train,0
goodra-hisui,giga-impact,train,0
goodra-hisui,flash-cannon,train,0
goodra-hisui,draco-meteor,train,0
goodra-hisui,iron-head,train,0
goodra-hisui,sludge-wave,train,0
goodra-hisui,heavy-slam,train,0
goodra-hisui,acid-spray,train,0
goodra-hisui,bulldoze,train,0
goodra-hisui,dragon-tail,train,0
goodra-hisui,stomping-tantrum,train,0
goodra-hisui,tearful-look,train,0
goodra-hisui,body-press,train,0
goodra-hisui,breaking-swipe,train,0
goodra-hisui,life-dew,train,0
goodra-hisui,steel-beam,train,0
goodra-hisui,skitter-smack,train,0
goodra-hisui,lash-out,train,0
goodra-hisui,shelter,train,0
goodra-hisui,tera-blast,machine,0
goodra-hisui,ice-spinner,train,0
goodra-hisui,chilling-water,train,0
goodra-hisui,dragon-cheer,train,0
avalugg-hisui,tackle,level-up,1
avalugg-hisui,body-slam,train,0
avalugg-hisui,take-down,machine,0
avalugg-hisui,double-edge,train,0
avalugg-hisui,bite,train,0
avalugg-hisui,ice-beam,train,0
avalugg-hisui,blizzard,train,0
avalugg-hisui,hyper-beam,train,0
avalugg-hisui,earthquake,train,0
avalugg-hisui,dig,train,0
avalugg-hisui,recover,train,0
avalugg-hisui,harden,level-up,1
avalugg-hisui,rest,train,0
avalugg-hisui,rock-slide,train,0
avalugg-hisui,substitute,train,0
avalugg-hisui,curse,train,0
avalugg-hisui,powder-snow,level-up,1
avalugg-hisui,protect,train,0
avalugg-hisui,scary-face,train,0
avalugg-hisui,icy-wind,train,0
avalugg-hisui,sandstorm,train,0
avalugg-hisui,endure,train,0
avalugg-hisui,sleep-talk,train,0
avalugg-hisui,rapid-spin,train,0
avalugg-hisui,rain-dance,train,0
avalugg-hisui,crunch,train,0
avalugg-hisui,mirror-coat,train,0
avalugg-hisui,ancient-power,train,0
avalugg-hisui,rock-smash,tutor,0
avalugg-hisui,facade,train,0
avalugg-hisui,ice-ball,tutor,0
avalugg-hisui,rock-tomb,train,0
avalugg-hisui,icicle-spear,train,0
avalugg-hisui,iron-defense,train,0
avalugg-hisui,rock-blast,train,0
